    ,       ,   ,       , "   Pl          ", EP,   14.49526253,  -62.6794950, G3,  768.07,  0.05, G3,   4.25,   2.94,  -3.06,  -0.14,  Proxima Centauri b, α Cen Cb
    ,       ,   ,       , "   Pl?         ", S ,   14.49526278,  -62.6794889, G3,  768.07,  0.05, G3,   4.25,   2.94,  -3.06,  -0.14,  Proxima Centauri c
    ,       ,   ,       , "   Pl          ", EP,   14.49526253,  -62.6794950, G3,  768.07,  0.05, G3,   4.25,   2.94,  -3.06,  -0.14,  Proxima Centauri d, α Cen Cd
  10, 12.7  , WS,  17.13, "   M5.5Ve      ", iQ,   14.49526253,  -62.6794950, G3,  768.07,  0.05, G3,   4.25,   2.94,  -3.06,  -0.14,  Proxima, Proxima Centauri, α Cen C, V645 Cen, GJ 551, GJ 551C, LTT 5721, NLTT 37460, PM 14263-6228, PM J14297-6240, LHS 49, TYC 9010-4949-1, HIP 70890, Gl 551, TIC 388857263, 2MASS J14294291-6240465, WISEA J142937.35-624038.3, Gaia DR3 5853498713190525696, Gaia DR2 5853498713160606720, PLX 3278, CNS5 3591, CNS3 2291, WDS J14396-6050Ca
  20,  0.01 , SJ,   4.36, "   G2V         ", m1,   14.66013718,  -60.8339939, H7,  743.0 ,  1.3 , AC,   4.39,   3.14,  -3.06,  -0.05,  Rigil Kentaurus A, α1 Cen, α Cen A, GJ 559A, HD 128620, HR 5459, GC 19728, SAO 252838, CD-60 5293, CPD-60 5483A, LTT 5806, NLTT 37984, PM 14362-6038A, LHS 50, TYC 9007-5849-1, HIP 71683A, RHD 1A, Gl 559A, 2MASS J14393592-6050069, SBC9 815A, CNS5 3627, CNS3 2318, Boss 3735, PLX 3309A, WDS J14396-6050A
  30,  1.33 , SJ,   5.68, "   K1V         ", m1,   14.65973968,  -60.8375288, H7,  743.0 ,  1.3 , AC,   4.39,   3.14,  -3.06,  -0.05,  Rigil Kentaurus B, α2 Cen, α Cen B, GJ 559B, HD 128621, HR 5460, CPD-60 5483B, LTT 5807, NLTT 37985, PM 14362-6038B, LHS 51, TYC 9007-5848-1, HIP 71681, HIP 71681B, RHD 1B, Gl 559B, SBC9 815B, CNS3 2319, PLX 3309B, WDS J14396-6050B
    ,       ,   ,       , "   Pl          ", EP,   17.96347181,    4.6933650, G3,  546.98,  0.04, G3,   5.96,   4.96,   2.98,   1.45,  Barnard b
    ,       ,   ,       , "   Pl          ", EP,   17.96347181,    4.6933650, G3,  546.98,  0.04, G3,   5.96,   4.96,   2.98,   1.45,  Barnard c
    ,       ,   ,       , "   Pl          ", EP,   17.96347181,    4.6933650, G3,  546.98,  0.04, G3,   5.96,   4.96,   2.98,   1.45,  Barnard d
    ,       ,   ,       , "   Pl          ", EP,   17.96347181,    4.6933650, G3,  546.98,  0.04, G3,   5.96,   4.96,   2.98,   1.45,  Barnard e
    ,       ,   ,       , "   Pl?         ", S ,   17.96347167,    4.6933639, G3,  546.98,  0.04, G3,   5.96,   4.96,   2.98,   1.45,  GJ 699b
  40,  9.594, G2,  13.28, "   M3.5-4V     ", EP,   17.96347181,    4.6933650, G3,  546.98,  0.04, G3,   5.96,   4.96,   2.98,   1.45,  Barnard's Star, V2500 Oph, GJ 699, BD+04 3561a, StKM 2-1355, G 140-24, LTT 15309, NLTT 45718, LSPM J1757+0441, LHS 57, PM J17578+0441N, TYC 425-2502-1, HIP 87937, Gl 699, NSV 9910, GSC 00425-02502, GSC 00425-00184, 2MASS J17574849+0441405, WISEA J175747.94+044323.8, Gaia DR3 4472832130942575872, Gaia DR2 4472832130942575872, CNS5 4449, CNS3 2849, PLX 4098
